reg;date_de_passage;sursaud_cl_age_corona;nbre_pass_corona;nbre_pass_tot;nbre_hospit_corona;nbre_pass_corona_h;nbre_pass_corona_f;nbre_pass_tot_h;nbre_pass_tot_f;nbre_hospit_corona_h;nbre_hospit_corona_f;nbre_acte_corona;nbre_acte_tot;nbre_acte_corona_h;nbre_acte_corona_f;nbre_acte_tot_h;nbre_acte_tot_f
01;2020-02-24;0;0;300;0;0;0;148;152;0;0;;;;;;
01;2020-02-24;A;0;75;0;;;;;;;;;;;;
01;2020-02-24;B;0;102;0;;;;;;;;;;;;
01;2020-02-24;C;0;68;0;;;;;;;;;;;;
01;2020-02-24;D;0;20;0;;;;;;;;;;;;
01;2020-02-24;E;0;35;0;;;;;;;;;;;;
01;2020-02-25;0;0;235;0;0;0;113;122;0;0;;;;;;
01;2020-02-25;A;0;84;0;;;;;;;;;;;;
01;2020-02-25;B;0;77;0;;;;;;;;;;;;
01;2020-02-25;C;0;36;0;;;;;;;;;;;;
01;2020-02-25;D;0;12;0;;;;;;;;;;;;
01;2020-02-25;E;0;26;0;;;;;;;;;;;;
01;2020-02-26;0;0;270;0;0;0;132;138;0;0;;;;;;
01;2020-02-26;A;0;74;0;;;;;;;;;;;;
01;2020-02-26;B;0;100;0;;;;;;;;;;;;
01;2020-02-26;C;0;52;0;;;;;;;;;;;;
01;2020-02-26;D;0;19;0;;;;;;;;;;;;
01;2020-02-26;E;0;25;0;;;;;;;;;;;;
01;2020-02-27;0;0;297;0;0;0;155;142;0;0;;;;;;
01;2020-02-27;A;0;72;0;;;;;;;;;;;;
01;2020-02-27;B;0;104;0;;;;;;;;;;;;
01;2020-02-27;C;0;58;0;;;;;;;;;;;;
01;2020-02-27;D;0;20;0;;;;;;;;;;;;
01;2020-02-27;E;0;43;0;;;;;;;;;;;;
01;2020-02-28;0;0;263;0;0;0;117;146;0;0;;;;;;
01;2020-02-28;A;0;68;0;;;;;;;;;;;;
01;2020-02-28;B;0;89;0;;;;;;;;;;;;
01;2020-02-28;C;0;43;0;;;;;;;;;;;;
01;2020-02-28;D;0;20;0;;;;;;;;;;;;
01;2020-02-28;E;0;43;0;;;;;;;;;;;;
01;2020-02-29;0;0;237;0;0;0;105;132;0;0;;;;;;
01;2020-02-29;A;0;57;0;;;;;;;;;;;;
01;2020-02-29;B;0;77;0;;;;;;;;;;;;
01;2020-02-29;C;0;56;0;;;;;;;;;;;;
01;2020-02-29;D;0;22;0;;;;;;;;;;;;
01;2020-02-29;E;0;25;0;;;;;;;;;;;;
01;2020-03-01;0;0;229;0;0;0;105;124;0;0;;;;;;
01;2020-03-01;A;0;64;0;;;;;;;;;;;;
01;2020-03-01;B;0;85;0;;;;;;;;;;;;
01;2020-03-01;C;0;41;0;;;;;;;;;;;;
01;2020-03-01;D;0;19;0;;;;;;;;;;;;
01;2020-03-01;E;0;20;0;;;;;;;;;;;;
01;2020-03-02;0;0;280;0;0;0;123;157;0;0;;;;;;
01;2020-03-02;A;0;85;0;;;;;;;;;;;;
01;2020-03-02;B;0;90;0;;;;;;;;;;;;
01;2020-03-02;C;0;62;0;;;;;;;;;;;;
01;2020-03-02;D;0;25;0;;;;;;;;;;;;
01;2020-03-02;E;0;18;0;;;;;;;;;;;;
01;2020-03-03;0;0;247;0;0;0;122;125;0;0;;;;;;
01;2020-03-03;A;0;65;0;;;;;;;;;;;;
01;2020-03-03;B;0;95;0;;;;;;;;;;;;
01;2020-03-03;C;0;36;0;;;;;;;;;;;;
01;2020-03-03;D;0;20;0;;;;;;;;;;;;
01;2020-03-03;E;0;31;0;;;;;;;;;;;;
01;2020-03-04;0;0;222;0;0;0;107;115;0;0;;;;;;
01;2020-03-04;A;0;70;0;;;;;;;;;;;;
01;2020-03-04;B;0;73;0;;;;;;;;;;;;
01;2020-03-04;C;0;39;0;;;;;;;;;;;;
01;2020-03-04;D;0;10;0;;;;;;;;;;;;
01;2020-03-04;E;0;30;0;;;;;;;;;;;;
01;2020-03-05;0;0;246;0;0;0;116;130;0;0;;;;;;
01;2020-03-05;A;0;64;0;;;;;;;;;;;;
01;2020-03-05;B;0;80;0;;;;;;;;;;;;
01;2020-03-05;C;0;53;0;;;;;;;;;;;;
01;2020-03-05;D;0;20;0;;;;;;;;;;;;
01;2020-03-05;E;0;29;0;;;;;;;;;;;;
01;2020-03-06;0;0;243;0;0;0;108;135;0;0;;;;;;
01;2020-03-06;A;0;66;0;;;;;;;;;;;;
01;2020-03-06;B;0;85;0;;;;;;;;;;;;
01;2020-03-06;C;0;48;0;;;;;;;;;;;;
01;2020-03-06;D;0;22;0;;;;;;;;;;;;
01;2020-03-06;E;0;22;0;;;;;;;;;;;;
01;2020-03-07;0;0;260;0;0;0;131;129;0;0;;;;;;
01;2020-03-07;A;0;60;0;;;;;;;;;;;;
01;2020-03-07;B;0;91;0;;;;;;;;;;;;
01;2020-03-07;C;0;54;0;;;;;;;;;;;;
01;2020-03-07;D;0;28;0;;;;;;;;;;;;
01;2020-03-07;E;0;27;0;;;;;;;;;;;;
01;2020-03-08;0;0;247;0;0;0;119;128;0;0;;;;;;
01;2020-03-08;A;0;66;0;;;;;;;;;;;;
01;2020-03-08;B;0;83;0;;;;;;;;;;;;
01;2020-03-08;C;0;49;0;;;;;;;;;;;;
01;2020-03-08;D;0;23;0;;;;;;;;;;;;
01;2020-03-08;E;0;26;0;;;;;;;;;;;;
01;2020-03-09;0;0;283;0;0;0;141;142;0;0;;;;;;
01;2020-03-09;A;0;85;0;;;;;;;;;;;;
01;2020-03-09;B;0;89;0;;;;;;;;;;;;
01;2020-03-09;C;0;62;0;;;;;;;;;;;;
01;2020-03-09;D;0;17;0;;;;;;;;;;;;
01;2020-03-09;E;0;30;0;;;;;;;;;;;;
01;2020-03-10;0;0;261;0;0;0;122;139;0;0;;;;;;
01;2020-03-10;A;0;59;0;;;;;;;;;;;;
01;2020-03-10;B;0;111;0;;;;;;;;;;;;
01;2020-03-10;C;0;44;0;;;;;;;;;;;;
01;2020-03-10;D;0;19;0;;;;;;;;;;;;
01;2020-03-10;E;0;28;0;;;;;;;;;;;;
01;2020-03-11;0;0;284;0;0;0;124;159;0;0;;;;;;
01;2020-03-11;A;0;68;0;;;;;;;;;;;;
01;2020-03-11;B;0;104;0;;;;;;;;;;;;
01;2020-03-11;C;0;66;0;;;;;;;;;;;;
01;2020-03-11;D;0;19;0;;;;;;;;;;;;
01;2020-03-11;E;0;27;0;;;;;;;;;;;;
01;2020-03-12;0;0;295;0;0;0;142;153;0;0;;;;;;
01;2020-03-12;A;0;85;0;;;;;;;;;;;;
01;2020-03-12;B;0;100;0;;;;;;;;;;;;
01;2020-03-12;C;0;59;0;;;;;;;;;;;;
01;2020-03-12;D;0;22;0;;;;;;;;;;;;
01;2020-03-12;E;0;29;0;;;;;;;;;;;;
01;2020-03-13;0;0;236;0;0;0;118;118;0;0;;;;;;
01;2020-03-13;A;0;63;0;;;;;;;;;;;;
01;2020-03-13;B;0;79;0;;;;;;;;;;;;
01;2020-03-13;C;0;45;0;;;;;;;;;;;;
01;2020-03-13;D;0;22;0;;;;;;;;;;;;
01;2020-03-13;E;0;27;0;;;;;;;;;;;;
01;2020-03-14;0;0;232;0;0;0;112;120;0;0;;;;;;
01;2020-03-14;A;0;75;0;;;;;;;;;;;;
01;2020-03-14;B;0;76;0;;;;;;;;;;;;
01;2020-03-14;C;0;37;0;;;;;;;;;;;;
01;2020-03-14;D;0;18;0;;;;;;;;;;;;
01;2020-03-14;E;0;26;0;;;;;;;;;;;;
01;2020-03-15;0;0;180;0;0;0;88;92;0;0;;;;;;
01;2020-03-15;A;0;72;0;;;;;;;;;;;;
01;2020-03-15;B;0;58;0;;;;;;;;;;;;
01;2020-03-15;C;0;31;0;;;;;;;;;;;;
01;2020-03-15;D;0;9;0;;;;;;;;;;;;
01;2020-03-15;E;0;10;0;;;;;;;;;;;;
01;2020-03-16;0;0;185;0;0;0;85;100;0;0;;;;;;
01;2020-03-16;A;0;50;0;;;;;;;;;;;;
01;2020-03-16;B;0;60;0;;;;;;;;;;;;
01;2020-03-16;C;0;39;0;;;;;;;;;;;;
01;2020-03-16;D;0;18;0;;;;;;;;;;;;
01;2020-03-16;E;0;18;0;;;;;;;;;;;;
01;2020-03-17;0;0;180;0;0;0;86;94;0;0;;;;;;
01;2020-03-17;A;0;53;0;;;;;;;;;;;;
01;2020-03-17;B;0;70;0;;;;;;;;;;;;
01;2020-03-17;C;0;30;0;;;;;;;;;;;;
01;2020-03-17;D;0;13;0;;;;;;;;;;;;
01;2020-03-17;E;0;14;0;;;;;;;;;;;;
01;2020-03-18;0;0;154;0;0;0;76;78;0;0;;;;;;
01;2020-03-18;A;0;41;0;;;;;;;;;;;;
01;2020-03-18;B;0;51;0;;;;;;;;;;;;
01;2020-03-18;C;0;28;0;;;;;;;;;;;;
01;2020-03-18;D;0;16;0;;;;;;;;;;;;
01;2020-03-18;E;0;18;0;;;;;;;;;;;;
01;2020-03-19;0;1;118;1;1;0;56;62;1;0;;;;;;
01;2020-03-19;A;0;29;0;;;;;;;;;;;;
01;2020-03-19;B;0;41;0;;;;;;;;;;;;
01;2020-03-19;C;1;25;1;;;;;;;;;;;;
01;2020-03-19;D;0;6;0;;;;;;;;;;;;
01;2020-03-19;E;0;17;0;;;;;;;;;;;;
01;2020-03-20;0;1;155;0;1;0;63;91;0;0;;;;;;
01;2020-03-20;A;0;28;0;;;;;;;;;;;;
01;2020-03-20;B;1;66;0;;;;;;;;;;;;
01;2020-03-20;C;0;31;0;;;;;;;;;;;;
01;2020-03-20;D;0;15;0;;;;;;;;;;;;
01;2020-03-20;E;0;15;0;;;;;;;;;;;;
01;2020-03-21;0;3;137;2;1;2;67;70;1;1;;;;;;
01;2020-03-21;A;0;25;0;;;;;;;;;;;;
01;2020-03-21;B;1;58;0;;;;;;;;;;;;
01;2020-03-21;C;0;23;0;;;;;;;;;;;;
01;2020-03-21;D;0;11;0;;;;;;;;;;;;
01;2020-03-21;E;2;20;2;;;;;;;;;;;;
01;2020-03-22;0;0;111;0;0;0;54;57;0;0;;;;;;
01;2020-03-22;A;0;20;0;;;;;;;;;;;;
01;2020-03-22;B;0;47;0;;;;;;;;;;;;
01;2020-03-22;C;0;23;0;;;;;;;;;;;;
01;2020-03-22;D;0;12;0;;;;;;;;;;;;
01;2020-03-22;E;0;9;0;;;;;;;;;;;;
01;2020-03-23;0;1;153;1;0;1;58;95;0;1;;;;;;
01;2020-03-23;A;0;20;0;;;;;;;;;;;;
01;2020-03-23;B;0;66;0;;;;;;;;;;;;
01;2020-03-23;C;1;34;1;;;;;;;;;;;;
01;2020-03-23;D;0;13;0;;;;;;;;;;;;
01;2020-03-23;E;0;20;0;;;;;;;;;;;;
01;2020-03-24;0;1;128;1;1;0;59;69;1;0;;;;;;
01;2020-03-24;A;0;19;0;;;;;;;;;;;;
01;2020-03-24;B;0;45;0;;;;;;;;;;;;
01;2020-03-24;C;1;36;1;;;;;;;;;;;;
01;2020-03-24;D;0;15;0;;;;;;;;;;;;
01;2020-03-24;E;0;13;0;;;;;;;;;;;;
01;2020-03-25;0;2;124;0;0;2;63;61;0;0;;;;;;
01;2020-03-25;A;0;26;0;;;;;;;;;;;;
01;2020-03-25;B;1;43;0;;;;;;;;;;;;
01;2020-03-25;C;1;20;0;;;;;;;;;;;;
01;2020-03-25;D;0;14;0;;;;;;;;;;;;
01;2020-03-25;E;0;21;0;;;;;;;;;;;;
01;2020-03-26;0;7;162;3;2;5;68;94;1;2;;;;;;
01;2020-03-26;A;0;19;0;;;;;;;;;;;;
01;2020-03-26;B;4;68;0;;;;;;;;;;;;
01;2020-03-26;C;2;36;2;;;;;;;;;;;;
01;2020-03-26;D;0;19;0;;;;;;;;;;;;
01;2020-03-26;E;1;20;1;;;;;;;;;;;;
01;2020-03-27;0;7;138;2;3;4;62;76;1;1;;;;;;
01;2020-03-27;A;1;23;0;;;;;;;;;;;;
01;2020-03-27;B;5;57;1;;;;;;;;;;;;
01;2020-03-27;C;0;32;0;;;;;;;;;;;;
01;2020-03-27;D;1;8;1;;;;;;;;;;;;
01;2020-03-27;E;0;18;0;;;;;;;;;;;;
01;2020-03-28;0;10;159;4;3;7;76;83;2;2;;;;;;
01;2020-03-28;A;0;25;0;;;;;;;;;;;;
01;2020-03-28;B;5;61;0;;;;;;;;;;;;
01;2020-03-28;C;2;43;2;;;;;;;;;;;;
01;2020-03-28;D;1;12;1;;;;;;;;;;;;
01;2020-03-28;E;2;18;1;;;;;;;;;;;;
01;2020-03-29;0;3;119;0;2;1;65;54;0;0;;;;;;
01;2020-03-29;A;0;18;0;;;;;;;;;;;;
01;2020-03-29;B;1;45;0;;;;;;;;;;;;
01;2020-03-29;C;2;27;0;;;;;;;;;;;;
01;2020-03-29;D;0;7;0;;;;;;;;;;;;
01;2020-03-29;E;0;22;0;;;;;;;;;;;;
01;2020-03-30;0;3;142;1;1;2;52;90;0;1;;;;;;
01;2020-03-30;A;0;20;0;;;;;;;;;;;;
01;2020-03-30;B;1;61;1;;;;;;;;;;;;
01;2020-03-30;C;1;37;0;;;;;;;;;;;;
01;2020-03-30;D;1;10;0;;;;;;;;;;;;
01;2020-03-30;E;0;14;0;;;;;;;;;;;;
01;2020-03-31;0;6;138;2;4;2;62;76;1;1;;;;;;
01;2020-03-31;A;0;17;0;;;;;;;;;;;;
01;2020-03-31;B;1;66;0;;;;;;;;;;;;
01;2020-03-31;C;2;31;1;;;;;;;;;;;;
01;2020-03-31;D;2;9;0;;;;;;;;;;;;
01;2020-03-31;E;1;15;1;;;;;;;;;;;;
01;2020-04-01;0;13;172;6;7;6;73;99;3;3;;;;;;
01;2020-04-01;A;0;12;0;;;;;;;;;;;;
01;2020-04-01;B;5;69;1;;;;;;;;;;;;
01;2020-04-01;C;5;41;4;;;;;;;;;;;;
01;2020-04-01;D;0;21;0;;;;;;;;;;;;
01;2020-04-01;E;3;29;1;;;;;;;;;;;;
01;2020-04-02;0;10;139;4;5;5;58;81;2;2;;;;;;
01;2020-04-02;A;0;15;0;;;;;;;;;;;;
01;2020-04-02;B;2;57;0;;;;;;;;;;;;
01;2020-04-02;C;4;38;2;;;;;;;;;;;;
01;2020-04-02;D;3;12;2;;;;;;;;;;;;
01;2020-04-02;E;1;17;0;;;;;;;;;;;;
01;2020-04-03;0;9;151;4;8;1;76;75;3;1;;;;;;
01;2020-04-03;A;4;34;0;;;;;;;;;;;;
01;2020-04-03;B;0;57;0;;;;;;;;;;;;
01;2020-04-03;C;3;26;2;;;;;;;;;;;;
01;2020-04-03;D;0;12;0;;;;;;;;;;;;
01;2020-04-03;E;2;22;2;;;;;;;;;;;;
01;2020-04-04;0;4;138;2;0;4;53;85;0;2;;;;;;
01;2020-04-04;A;0;20;0;;;;;;;;;;;;
01;2020-04-04;B;1;54;1;;;;;;;;;;;;
01;2020-04-04;C;2;29;0;;;;;;;;;;;;
01;2020-04-04;D;0;16;0;;;;;;;;;;;;
01;2020-04-04;E;1;19;1;;;;;;;;;;;;
01;2020-04-05;0;6;116;1;3;3;63;53;1;0;;;;;;
01;2020-04-05;A;3;13;1;;;;;;;;;;;;
01;2020-04-05;B;0;48;0;;;;;;;;;;;;
01;2020-04-05;C;2;28;0;;;;;;;;;;;;
01;2020-04-05;D;1;16;0;;;;;;;;;;;;
01;2020-04-05;E;0;11;0;;;;;;;;;;;;
01;2020-04-06;0;8;144;4;4;4;62;82;2;2;;;;;;
01;2020-04-06;A;3;21;1;;;;;;;;;;;;
01;2020-04-06;B;0;50;0;;;;;;;;;;;;
01;2020-04-06;C;3;34;1;;;;;;;;;;;;
01;2020-04-06;D;0;15;0;;;;;;;;;;;;
01;2020-04-06;E;2;24;2;;;;;;;;;;;;
01;2020-04-07;0;11;141;5;8;3;65;76;3;2;;;;;;
01;2020-04-07;A;4;18;0;;;;;;;;;;;;
01;2020-04-07;B;0;54;0;;;;;;;;;;;;
01;2020-04-07;C;4;34;2;;;;;;;;;;;;
01;2020-04-07;D;1;12;1;;;;;;;;;;;;
01;2020-04-07;E;2;23;2;;;;;;;;;;;;
01;2020-04-08;0;16;138;4;7;9;60;78;2;2;;;;;;
01;2020-04-08;A;0;17;0;;;;;;;;;;;;
01;2020-04-08;B;6;56;0;;;;;;;;;;;;
01;2020-04-08;C;5;31;1;;;;;;;;;;;;
01;2020-04-08;D;3;19;1;;;;;;;;;;;;
01;2020-04-08;E;2;15;2;;;;;;;;;;;;
01;2020-04-09;0;10;138;5;3;7;53;85;0;5;;;;;;
01;2020-04-09;A;1;15;1;;;;;;;;;;;;
01;2020-04-09;B;4;59;1;;;;;;;;;;;;
01;2020-04-09;C;2;30;1;;;;;;;;;;;;
01;2020-04-09;D;2;23;1;;;;;;;;;;;;
01;2020-04-09;E;1;11;1;;;;;;;;;;;;
01;2020-04-10;0;3;118;2;1;2;58;60;1;1;;;;;;
01;2020-04-10;A;0;21;0;;;;;;;;;;;;
01;2020-04-10;B;0;53;0;;;;;;;;;;;;
01;2020-04-10;C;1;22;0;;;;;;;;;;;;
01;2020-04-10;D;0;11;0;;;;;;;;;;;;
01;2020-04-10;E;2;11;2;;;;;;;;;;;;
01;2020-04-11;0;10;133;5;7;3;69;64;4;1;;;;;;
01;2020-04-11;A;3;22;1;;;;;;;;;;;;
01;2020-04-11;B;2;57;1;;;;;;;;;;;;
01;2020-04-11;C;2;30;0;;;;;;;;;;;;
01;2020-04-11;D;1;8;1;;;;;;;;;;;;
01;2020-04-11;E;2;16;2;;;;;;;;;;;;
01;2020-04-12;0;2;105;1;1;1;53;52;1;0;;;;;;
01;2020-04-12;A;0;20;0;;;;;;;;;;;;
01;2020-04-12;B;0;39;0;;;;;;;;;;;;
01;2020-04-12;C;1;24;0;;;;;;;;;;;;
01;2020-04-12;D;0;13;0;;;;;;;;;;;;
01;2020-04-12;E;1;9;1;;;;;;;;;;;;
01;2020-04-13;0;4;131;1;1;3;65;66;0;1;;;;;;
01;2020-04-13;A;0;21;0;;;;;;;;;;;;
01;2020-04-13;B;1;53;0;;;;;;;;;;;;
01;2020-04-13;C;2;30;0;;;;;;;;;;;;
01;2020-04-13;D;0;10;0;;;;;;;;;;;;
01;2020-04-13;E;1;17;1;;;;;;;;;;;;
01;2020-04-14;0;12;160;3;4;8;74;86;0;3;;;;;;
01;2020-04-14;A;1;23;0;;;;;;;;;;;;
01;2020-04-14;B;4;68;1;;;;;;;;;;;;
01;2020-04-14;C;3;30;1;;;;;;;;;;;;
01;2020-04-14;D;3;21;1;;;;;;;;;;;;
01;2020-04-14;E;1;18;0;;;;;;;;;;;;
01;2020-04-15;0;5;139;5;1;4;66;73;1;4;;;;;;
01;2020-04-15;A;0;26;0;;;;;;;;;;;;
01;2020-04-15;B;1;50;1;;;;;;;;;;;;
01;2020-04-15;C;2;27;2;;;;;;;;;;;;
01;2020-04-15;D;2;19;2;;;;;;;;;;;;
01;2020-04-15;E;0;17;0;;;;;;;;;;;;
01;2020-04-16;0;3;124;2;2;1;58;66;1;1;;;;;;
01;2020-04-16;A;0;15;0;;;;;;;;;;;;
01;2020-04-16;B;1;57;0;;;;;;;;;;;;
01;2020-04-16;C;0;27;0;;;;;;;;;;;;
01;2020-04-16;D;1;7;1;;;;;;;;;;;;
01;2020-04-16;E;1;18;1;;;;;;;;;;;;
01;2020-04-17;0;8;138;3;4;4;48;90;2;1;;;;;;
01;2020-04-17;A;0;26;0;;;;;;;;;;;;
01;2020-04-17;B;3;58;1;;;;;;;;;;;;
01;2020-04-17;C;3;16;0;;;;;;;;;;;;
01;2020-04-17;D;1;13;1;;;;;;;;;;;;
01;2020-04-17;E;1;25;1;;;;;;;;;;;;
01;2020-04-18;0;2;133;1;1;1;60;73;0;1;;;;;;
01;2020-04-18;A;0;16;0;;;;;;;;;;;;
01;2020-04-18;B;2;61;1;;;;;;;;;;;;
01;2020-04-18;C;0;31;0;;;;;;;;;;;;
01;2020-04-18;D;0;12;0;;;;;;;;;;;;
01;2020-04-18;E;0;13;0;;;;;;;;;;;;
01;2020-04-19;0;0;133;0;0;0;58;75;0;0;;;;;;
01;2020-04-19;A;0;25;0;;;;;;;;;;;;
01;2020-04-19;B;0;50;0;;;;;;;;;;;;
01;2020-04-19;C;0;31;0;;;;;;;;;;;;
01;2020-04-19;D;0;8;0;;;;;;;;;;;;
01;2020-04-19;E;0;19;0;;;;;;;;;;;;
01;2020-04-20;0;3;180;1;3;0;83;97;1;0;;;;;;
01;2020-04-20;A;0;28;0;;;;;;;;;;;;
01;2020-04-20;B;0;60;0;;;;;;;;;;;;
01;2020-04-20;C;1;49;0;;;;;;;;;;;;
01;2020-04-20;D;0;20;0;;;;;;;;;;;;
01;2020-04-20;E;2;23;1;;;;;;;;;;;;
01;2020-04-21;0;7;168;3;3;4;70;98;1;2;;;;;;
01;2020-04-21;A;1;21;1;;;;;;;;;;;;
01;2020-04-21;B;4;69;1;;;;;;;;;;;;
01;2020-04-21;C;0;33;0;;;;;;;;;;;;
01;2020-04-21;D;1;25;0;;;;;;;;;;;;
01;2020-04-21;E;1;20;1;;;;;;;;;;;;
01;2020-04-22;0;9;154;3;4;5;69;85;0;3;;;;;;
01;2020-04-22;A;0;17;0;;;;;;;;;;;;
01;2020-04-22;B;3;65;0;;;;;;;;;;;;
01;2020-04-22;C;2;38;0;;;;;;;;;;;;
01;2020-04-22;D;2;13;2;;;;;;;;;;;;
01;2020-04-22;E;2;21;1;;;;;;;;;;;;
01;2020-04-23;0;11;164;5;5;6;63;101;3;2;;;;;;
01;2020-04-23;A;2;29;1;;;;;;;;;;;;
01;2020-04-23;B;1;54;0;;;;;;;;;;;;
01;2020-04-23;C;4;40;2;;;;;;;;;;;;
01;2020-04-23;D;1;20;0;;;;;;;;;;;;
01;2020-04-23;E;3;21;2;;;;;;;;;;;;
01;2020-04-24;0;4;158;1;2;2;70;88;0;1;;;;;;
01;2020-04-24;A;0;17;0;;;;;;;;;;;;
01;2020-04-24;B;2;67;1;;;;;;;;;;;;
01;2020-04-24;C;1;42;0;;;;;;;;;;;;
01;2020-04-24;D;0;11;0;;;;;;;;;;;;
01;2020-04-24;E;1;21;0;;;;;;;;;;;;
01;2020-04-25;0;2;179;0;1;1;75;104;0;0;;;;;;
01;2020-04-25;A;1;26;0;;;;;;;;;;;;
01;2020-04-25;B;1;74;0;;;;;;;;;;;;
01;2020-04-25;C;0;41;0;;;;;;;;;;;;
01;2020-04-25;D;0;18;0;;;;;;;;;;;;
01;2020-04-25;E;0;20;0;;;;;;;;;;;;
01;2020-04-26;0;3;129;0;0;3;59;70;0;0;;;;;;
01;2020-04-26;A;0;22;0;;;;;;;;;;;;
01;2020-04-26;B;1;55;0;;;;;;;;;;;;
01;2020-04-26;C;1;34;0;;;;;;;;;;;;
01;2020-04-26;D;1;5;0;;;;;;;;;;;;
01;2020-04-26;E;0;13;0;;;;;;;;;;;;
01;2020-04-27;0;5;187;1;1;4;71;116;1;0;;;;;;
01;2020-04-27;A;2;25;0;;;;;;;;;;;;
01;2020-04-27;B;1;69;0;;;;;;;;;;;;
01;2020-04-27;C;0;49;0;;;;;;;;;;;;
01;2020-04-27;D;1;23;0;;;;;;;;;;;;
01;2020-04-27;E;1;21;1;;;;;;;;;;;;
01;2020-04-28;0;1;180;0;1;0;67;113;0;0;;;;;;
01;2020-04-28;A;0;24;0;;;;;;;;;;;;
01;2020-04-28;B;1;66;0;;;;;;;;;;;;
01;2020-04-28;C;0;44;0;;;;;;;;;;;;
01;2020-04-28;D;0;25;0;;;;;;;;;;;;
01;2020-04-28;E;0;21;0;;;;;;;;;;;;
01;2020-04-29;0;7;169;1;2;5;77;92;0;1;;;;;;
01;2020-04-29;A;0;24;0;;;;;;;;;;;;
01;2020-04-29;B;1;72;0;;;;;;;;;;;;
01;2020-04-29;C;5;39;1;;;;;;;;;;;;
01;2020-04-29;D;1;18;0;;;;;;;;;;;;
01;2020-04-29;E;0;16;0;;;;;;;;;;;;
01;2020-04-30;0;4;166;1;1;3;84;82;0;1;;;;;;
01;2020-04-30;A;0;26;0;;;;;;;;;;;;
01;2020-04-30;B;0;61;0;;;;;;;;;;;;
01;2020-04-30;C;3;42;1;;;;;;;;;;;;
01;2020-04-30;D;0;17;0;;;;;;;;;;;;
01;2020-04-30;E;1;20;0;;;;;;;;;;;;
01;2020-05-01;0;2;174;1;1;1;82;92;0;1;;;;;;
01;2020-05-01;A;0;26;0;;;;;;;;;;;;
01;2020-05-01;B;1;82;1;;;;;;;;;;;;
01;2020-05-01;C;1;30;0;;;;;;;;;;;;
01;2020-05-01;D;0;16;0;;;;;;;;;;;;
01;2020-05-01;E;0;20;0;;;;;;;;;;;;
01;2020-05-02;0;6;183;0;4;2;94;89;0;0;;;;;;
01;2020-05-02;A;0;23;0;;;;;;;;;;;;
01;2020-05-02;B;3;75;0;;;;;;;;;;;;
01;2020-05-02;C;3;43;0;;;;;;;;;;;;
01;2020-05-02;D;0;20;0;;;;;;;;;;;;
01;2020-05-02;E;0;22;0;;;;;;;;;;;;
01;2020-05-03;0;3;166;0;1;2;84;82;0;0;;;;;;
01;2020-05-03;A;0;28;0;;;;;;;;;;;;
01;2020-05-03;B;0;67;0;;;;;;;;;;;;
01;2020-05-03;C;3;43;0;;;;;;;;;;;;
01;2020-05-03;D;0;12;0;;;;;;;;;;;;
01;2020-05-03;E;0;16;0;;;;;;;;;;;;
01;2020-05-04;0;3;197;0;0;3;91;106;0;0;;;;;;
01;2020-05-04;A;0;22;0;;;;;;;;;;;;
01;2020-05-04;B;1;83;0;;;;;;;;;;;;
01;2020-05-04;C;2;42;0;;;;;;;;;;;;
01;2020-05-04;D;0;24;0;;;;;;;;;;;;
01;2020-05-04;E;0;26;0;;;;;;;;;;;;
01;2020-05-05;0;3;201;2;1;2;95;106;1;1;;;;;;
01;2020-05-05;A;0;31;0;;;;;;;;;;;;
01;2020-05-05;B;1;71;0;;;;;;;;;;;;
01;2020-05-05;C;1;48;1;;;;;;;;;;;;
01;2020-05-05;D;0;28;0;;;;;;;;;;;;
01;2020-05-05;E;1;23;1;;;;;;;;;;;;
01;2020-05-06;0;2;196;2;1;1;98;98;1;1;;;;;;
01;2020-05-06;A;0;21;0;;;;;;;;;;;;
01;2020-05-06;B;0;72;0;;;;;;;;;;;;
01;2020-05-06;C;0;49;0;;;;;;;;;;;;
01;2020-05-06;D;0;17;0;;;;;;;;;;;;
01;2020-05-06;E;2;37;2;;;;;;;;;;;;
01;2020-05-07;0;2;222;1;1;1;95;127;1;0;;;;;;
01;2020-05-07;A;0;35;0;;;;;;;;;;;;
01;2020-05-07;B;0;86;0;;;;;;;;;;;;
01;2020-05-07;C;2;61;1;;;;;;;;;;;;
01;2020-05-07;D;0;22;0;;;;;;;;;;;;
01;2020-05-07;E;0;18;0;;;;;;;;;;;;
01;2020-05-08;0;3;163;0;0;3;68;94;0;0;;;;;;
01;2020-05-08;A;0;17;0;;;;;;;;;;;;
01;2020-05-08;B;2;69;0;;;;;;;;;;;;
01;2020-05-08;C;1;43;0;;;;;;;;;;;;
01;2020-05-08;D;0;10;0;;;;;;;;;;;;
01;2020-05-08;E;0;24;0;;;;;;;;;;;;
01;2020-05-09;0;4;176;1;1;3;95;81;0;1;;;;;;
01;2020-05-09;A;0;35;0;;;;;;;;;;;;
01;2020-05-09;B;3;70;0;;;;;;;;;;;;
01;2020-05-09;C;1;41;1;;;;;;;;;;;;
01;2020-05-09;D;0;16;0;;;;;;;;;;;;
01;2020-05-09;E;0;14;0;;;;;;;;;;;;
01;2020-05-10;0;0;155;0;0;0;72;83;0;0;;;;;;
01;2020-05-10;A;0;29;0;;;;;;;;;;;;
01;2020-05-10;B;0;65;0;;;;;;;;;;;;
01;2020-05-10;C;0;30;0;;;;;;;;;;;;
